Time_Common,Time_LeftAnkle,Abduction-Adduction_LeftAnkle,Internal-External Rotat_LeftAnkle,Flexion-Extension_LeftAnkle,Time_RightAnkle,Abduction-Adduction_RightAnkle,Internal-External Rotat_RightAnkle,Flexion-Extension_RightAnkle,Time_LeftKnee,Abduction-Adduction_LeftKnee,Internal-External Rotat_LeftKnee,Flexion-Extension_LeftKnee,Time_RightKnee,Abduction-Adduction_RightKnee,Internal-External Rotat_RightKnee,Flexion-Extension_RightKnee,Time_LeftHip,Abduction-Adduction_LeftHip,Internal-External Rotat_LeftHip,Flexion-Extension_LeftHip,Time_RightHip,Abduction-Adduction_RightHip,Internal-External Rotat_RightHip,Flexion-Extension_RightHip,Time_LeftShoulder,Abduction-Adduction_LeftShoulder,Internal-External Rotat_LeftShoulder,Flexion-Extension_LeftShoulder,Time_RightShoulder,Abduction-Adduction_RightShoulder,Internal-External Rotat_RightShoulder,Flexion-Extension_RightShoulder,Time_Pelvic,Abduction-Adduction_Pelvic,Internal-External Rotat_Pelvic,Flexion-Extension_Pelvic,Time_Trunk2Ground,Abduction-Adduction_Trunk2Ground,Internal-External Rotat_Trunk2Ground,Flexion-Extension_Trunk2Ground
110603,110603,1.780720444,-9.875690129,-1.502887674,110603,0.320610187,6.309776165,-0.744356966,110603,0.094672169,8.045130783,1.018800037,110603,-2.526197113,-5.852469969,1.751413084,110603,-0.090724326,-3.929967652,5.872853704,110603,-2.142918242,14.8056663,-1.797352134,110603,0.61870395,-27.66323848,2.410375478,110603,3.242207792,60.37640886,1.411218791,110603,0.609686205,9.366796334,5.066819111,110603,0.929352818,-128.208484,-89.45702043
110607,110607,1.809940099,-9.91274165,-1.537898287,110607,0.314066701,6.301665663,-0.743933933,110607,0.105536481,8.032548187,1.035523082,110607,-2.545169815,-5.847205284,1.74398741,110607,-0.11127259,-3.936208866,5.85703201,110607,-2.162978346,14.81476932,-1.803321761,110607,0.595601016,-27.64733971,2.385001734,110607,3.236417847,60.39886173,1.409534801,110607,0.608487164,9.36488435,5.049591722,110607,0.907407299,-128.2146283,-89.45848079
110611,110611,1.854527434,-9.957887199,-1.562834252,110611,0.300859995,6.29582965,-0.730283629,110611,0.105223179,8.013477077,1.05299509,110611,-2.568236509,-5.840244771,1.732126765,110611,-0.135651151,-3.938918727,5.844453222,110611,-2.17834361,14.82483424,-1.80463288,110611,0.578344627,-27.62720782,2.350295712,110611,3.232993672,60.42059034,1.405355699,110611,0.611228136,9.361442462,5.02536862,110611,0.884747802,-128.2206729,-89.46391348
110615,110615,1.893104305,-10.00146845,-1.595371774,110615,0.286810305,6.29204517,-0.713450127,110615,0.110317965,8.006374798,1.064404123,110615,-2.571756843,-5.845523351,1.717717093,110615,-0.163460869,-3.953571565,5.827201376,110615,-2.170610039,14.8451728,-1.809707448,110615,0.547160076,-27.61092069,2.315820117,110615,3.20972301,60.43768704,1.408035802,110615,0.604015718,9.358508871,5.003103576,110615,0.857336715,-128.2256122,-89.46250866
110619,110619,1.91372962,-10.04258616,-1.627782939,110619,0.283792892,6.298295115,-0.694951505,110619,0.123876319,8.00045087,1.077651245,110619,-2.564499499,-5.862250103,1.710071495,110619,-0.185571325,-3.967916238,5.809583285,110619,-2.158560022,14.86412604,-1.807945981,110619,0.520626267,-27.59503804,2.30305324,110619,3.188021156,60.45714658,1.421011364,110619,0.59886269,9.358054418,4.991285564,110619,0.840960681,-128.2321582,-89.45684028
110623,110623,1.906338551,-10.06358022,-1.645664989,110623,0.271982929,6.296424449,-0.68153586,110623,0.159480767,8.009516156,1.069251862,110623,-2.549353592,-5.877528547,1.701945632,110623,-0.206313786,-3.979169685,5.786541964,110623,-2.141739887,14.88127257,-1.809002972,110623,0.489036855,-27.5821823,2.294187781,110623,3.164441877,60.47685291,1.441111947,110623,0.589081862,9.356537751,4.980450811,110623,0.824427037,-128.2379939,-89.44733258
110627,110627,1.894514309,-10.08275732,-1.654641404,110627,0.262540605,6.293594315,-0.672475686,110627,0.199059318,8.019582898,1.061819197,110627,-2.549024088,-5.879728474,1.698993872,110627,-0.227805031,-3.989797184,5.769715846,110627,-2.139789961,14.88568285,-1.795234992,110627,0.456623277,-27.5670733,2.285712149,110627,3.134033637,60.49943995,1.461375398,110627,0.577754419,9.357923878,4.969058794,110627,0.808566018,-128.2466921,-89.43433703
110631,110631,1.886470737,-10.10093538,-1.659258055,110631,0.262220082,6.291522783,-0.65337236,110631,0.192934907,8.0049314,1.066957852,110631,-2.54169902,-5.883081298,1.690519049,110631,-0.216916176,-3.979439996,5.770836037,110631,-2.145458376,14.88414095,-1.780333897,110631,0.439056611,-27.54785918,2.280573935,110631,3.124358663,60.53896166,1.47387799,110631,0.58393211,9.369631174,4.954072467,110631,0.795232781,-128.2618878,-89.43018045
110635,110635,1.874703384,-10.12067064,-1.665623391,110635,0.258505937,6.279126839,-0.632620336,110635,0.186553841,7.988767271,1.068939338,110635,-2.541095087,-5.879136642,1.686846446,110635,-0.209066415,-3.970986907,5.767500401,110635,-2.152129843,14.88011656,-1.765262004,110635,0.420001237,-27.52847453,2.28006761,110635,3.114678604,60.57787239,1.488361251,110635,0.593769719,9.382908177,4.940510746,110635,0.782549315,-128.276948,-89.42649939
110639,110639,1.872301769,-10.13777584,-1.67451105,110639,0.266374016,6.273207164,-0.597317776,110639,0.161840779,7.965523817,1.085064934,110639,-2.531908109,-5.879812508,1.684648813,110639,-0.191590895,-3.961225993,5.766867972,110639,-2.149685328,14.8764626,-1.745226765,110639,0.405793886,-27.50968011,2.271737643,110639,3.112344541,60.61572926,1.496736403,110639,0.600802955,9.39385246,4.924011837,110639,0.771146148,-128.2901236,-89.42717866
110643,110643,1.886809683,-10.15523774,-1.67858333,110643,0.256816055,6.267459889,-0.57913445,110643,0.129353801,7.949410461,1.101630425,110643,-2.510038694,-5.890903185,1.67889767,110643,-0.172081929,-3.952216736,5.768901233,110643,-2.12643626,14.88944581,-1.736971013,110643,0.389356718,-27.49899638,2.264447313,110643,3.099519792,60.6445717,1.521113093,110643,0.597288207,9.391945275,4.916530161,110643,0.76073489,-128.2962088,-89.42171138
110647,110647,1.896645004,-10.17505022,-1.674401707,110647,0.22427727,6.256475406,-0.569370978,110647,0.098788999,7.933895217,1.109515873,110647,-2.500375376,-5.894944608,1.674198465,110647,-0.151358958,-3.944557088,5.774415368,110647,-2.105078392,14.90115313,-1.731161707,110647,0.378229637,-27.48820132,2.259289693,110647,3.085608351,60.67300952,1.547295191,110647,0.591812303,9.390615039,4.916616764,110647,0.750724957,-128.302419,-89.41374172
110651,110651,1.909118895,-10.20486158,-1.679822368,110651,0.191823679,6.246194389,-0.552184182,110651,0.078048423,7.915435221,1.116130701,110651,-2.506496721,-5.899121346,1.662330826,110651,-0.1361265,-3.938494972,5.773428642,110651,-2.092271961,14.91251512,-1.7219186,110651,0.361366772,-27.47594941,2.249645147,110651,3.064190641,60.70248831,1.572033774,110651,0.585262373,9.390808487,4.912269904,110651,0.737175782,-128.309801,-89.40401797
110655,110655,1.923514862,-10.23290448,-1.693071096,110655,0.15887457,6.238867222,-0.53193201,110655,0.063077001,7.89870482,1.12353053,110655,-2.523815393,-5.898061638,1.655981242,110655,-0.129509635,-3.934758901,5.765753997,110655,-2.086664629,14.91681948,-1.704283336,110655,0.342479549,-27.46180564,2.23754464,110655,3.045570131,60.73164611,1.59564999,110655,0.578213166,9.3931111,4.904606724,110655,0.723491217,-128.3185111,-89.39466398
110659,110659,1.935152405,-10.25845297,-1.698072017,110659,0.123921674,6.235480846,-0.518895272,110659,0.056229133,7.88326048,1.132431308,110659,-2.544278673,-5.899123433,1.656272285,110659,-0.124018419,-3.931038833,5.76635586,110659,-2.080494198,14.92219878,-1.687760488,110659,0.329088346,-27.44542944,2.225006821,110659,3.029324561,60.76207577,1.616386388,110659,0.572617001,9.397378864,4.89689072,110659,0.710754594,-128.3298883,-89.39031183
110663,110663,1.948454953,-10.28916372,-1.699825799,110663,0.11763799,6.24299564,-0.495523952,110663,0.043018892,7.866152334,1.133248954,110663,-2.551587712,-5.909624853,1.653446648,110663,-0.107012083,-3.928055587,5.758168911,110663,-2.076333192,14.9260465,-1.66539174,110663,0.316460003,-27.43049284,2.210916058,110663,3.016344689,60.78806924,1.640707204,110663,0.570469482,9.399340881,4.887453293,110663,0.701690632,-128.33926,-89.39050586
110667,110667,1.952044674,-10.31645662,-1.703369713,110667,0.110929898,6.257056372,-0.473380886,110667,0.042538205,7.849580408,1.134701095,110667,-2.551363747,-5.921726328,1.649884487,110667,-0.099309295,-3.925914962,5.744045102,110667,-2.074195931,14.92830511,-1.641988679,110667,0.309676822,-27.41038227,2.193272328,110667,2.998468263,60.80961562,1.66827878,110667,0.568138458,9.40207077,4.879368137,110667,0.694384465,-128.3480885,-89.38563691
110671,110671,1.956572898,-10.34419249,-1.703531293,110671,0.110145994,6.272386447,-0.454734953,110671,0.050166081,7.837740654,1.133651798,110671,-2.527632158,-5.953557554,1.635780259,110671,-0.105445449,-3.930973109,5.733005661,110671,-2.055385295,14.94609295,-1.630741086,110671,0.298723469,-27.39851465,2.183363904,110671,2.977974129,60.8215522,1.692646319,110671,0.56261639,9.398097606,4.876269526,110671,0.688108779,-128.3481035,-89.372658
110675,110675,1.959178328,-10.37131979,-1.708987059,110675,0.100844971,6.280223676,-0.442384118,110675,0.056637846,7.826364248,1.131287213,110675,-2.510917395,-5.97649859,1.627245169,110675,-0.108524963,-3.93590093,5.718612976,110675,-2.033392147,14.96262973,-1.621128071,110675,0.279381176,-27.38704438,2.173857687,110675,2.952264865,60.83179412,1.717738763,110675,0.558055967,9.39426851,4.875073731,110675,0.683693922,-128.3485323,-89.36020728
110679,110679,1.946319853,-10.39246643,-1.716391904,110679,0.095106828,6.284678269,-0.427663987,110679,0.079692714,7.821569776,1.128724324,110679,-2.493816571,-5.998898603,1.624351693,110679,-0.117597362,-3.939752914,5.701845224,110679,-2.013181787,14.97931348,-1.606780176,110679,0.254761884,-27.38469927,2.170498521,110679,2.930186687,60.84080644,1.741590792,110679,0.555494945,9.391851957,4.870601007,110679,0.679574641,-128.3507932,-89.3488823
110683,110683,1.93345568,-10.41375027,-1.725286524,110683,0.084827334,6.292384571,-0.404723424,110683,0.101448529,7.815433597,1.131664953,110683,-2.505194841,-6.000234058,1.631220231,110683,-0.12448979,-3.944831056,5.68665397,110683,-2.016005209,14.97353907,-1.573486629,110683,0.229904799,-27.38272592,2.174179005,110683,2.912711617,60.84892272,1.766385278,110683,0.550264585,9.39159864,4.863724725,110683,0.675230148,-128.3531293,-89.3351314
110687,110687,1.93140347,-10.43482778,-1.726593132,110687,0.078901833,6.301165648,-0.388648433,110687,0.123812642,7.825857303,1.120162225,110687,-2.513213652,-6.001691363,1.633724862,110687,-0.144616836,-3.967674781,5.665534085,110687,-2.017121804,14.96607236,-1.54800901,110687,0.206350015,-27.38401305,2.173399056,110687,2.895597526,60.84925173,1.792661722,110687,0.55161321,9.389725561,4.856153993,110687,0.672318125,-128.3538817,-89.32699083
110691,110691,1.914355561,-10.45250257,-1.728629738,110691,0.076722258,6.317628087,-0.381630179,110691,0.161111831,7.838814241,1.114542933,110691,-2.504503312,-6.009332773,1.64329049,110691,-0.160110767,-3.989032555,5.648061772,110691,-2.012253795,14.9580313,-1.517545357,110691,0.18655646,-27.38555686,2.170399694,110691,2.8790974,60.84814198,1.812494424,110691,0.549189891,9.387301412,4.847273927,110691,0.668557432,-128.3544071,-89.31878648
110695,110695,1.881168358,-10.46444661,-1.736794835,110695,0.078284499,6.331908546,-0.376400596,110695,0.195157884,7.849702562,1.115584682,110695,-2.49126573,-6.016566388,1.65197112,110695,-0.173222502,-4.009180085,5.632442056,110695,-2.010747648,14.94964311,-1.489289432,110695,0.157772906,-27.39694183,2.17812878,110695,2.862141066,60.84367079,1.822982255,110695,0.549006121,9.384463817,4.841664003,110695,0.666435776,-128.3548588,-89.30787419
110699,110699,1.861261349,-10.47896786,-1.741010469,110699,0.085891733,6.347561771,-0.368891673,110699,0.216196002,7.853405863,1.119214528,110699,-2.473843839,-6.025331953,1.659467683,110699,-0.171720241,-4.015576004,5.625419595,110699,-1.999870593,14.95123105,-1.471170915,110699,0.130247543,-27.40871771,2.176520565,110699,2.844618081,60.83996448,1.831090031,110699,0.541562923,9.374932199,4.839972095,110699,0.66204668,-128.3560699,-89.29583062
110703,110703,1.86034974,-10.49491631,-1.7625105,110703,0.094469852,6.358035435,-0.361739515,110703,0.224730938,7.855761046,1.131655225,110703,-2.46596033,-6.030131348,1.662680561,110703,-0.164352696,-4.024106784,5.613183,110703,-1.992731212,14.95158024,-1.458219427,110703,0.102283692,-27.42191295,2.176033994,110703,2.824542399,60.83451099,1.83442886,110703,0.528438092,9.366409782,4.837449556,110703,0.654017552,-128.3563309,-89.28288912
110707,110707,1.873125183,-10.5170548,-1.775119864,110707,0.09467516,6.364133039,-0.355930456,110707,0.232294694,7.857995408,1.142361617,110707,-2.454689111,-6.032604851,1.666314486,110707,-0.156861099,-4.032955451,5.603029417,110707,-1.982279435,14.95046935,-1.446106689,110707,0.098407239,-27.42478862,2.168866853,110707,2.811776077,60.82989029,1.83140236,110707,0.517496502,9.358358702,4.833109834,110707,0.645937338,-128.3576311,-89.27265534
110711,110711,1.888664638,-10.53830427,-1.784512551,110711,0.086082116,6.371148938,-0.361271996,110711,0.246649239,7.861733126,1.147346319,110711,-2.450090375,-6.038640827,1.676339186,110711,-0.156075747,-4.039554782,5.586753715,110711,-1.975308633,14.95519487,-1.432968342,110711,0.099190673,-27.4279136,2.15849564,110711,2.804253787,60.82505321,1.829524663,110711,0.510223118,9.349065687,4.828873298,110711,0.640461993,-128.3598448,-89.26337818
110715,110715,1.900134187,-10.55819941,-1.795312528,110715,0.083207766,6.377860773,-0.373691869,110715,0.232521595,7.847395122,1.161307379,110715,-2.442183671,-6.042777318,1.687724031,110715,-0.135062687,-4.026140082,5.577747034,110715,-1.972704736,14.9605365,-1.420102305,110715,0.110409663,-27.42427938,2.135640309,110715,2.790563002,60.81125098,1.837623251,110715,0.51498207,9.344529196,4.816069801,110715,0.634013996,-128.3684022,-89.2681986
110719,110719,1.917918017,-10.58508824,-1.820455793,110719,0.087580781,6.383479733,-0.376266951,110719,0.216551317,7.82659098,1.184598201,110719,-2.447162914,-6.040588246,1.702232343,110719,-0.119807985,-4.013153518,5.572140093,110719,-1.973223945,14.96656933,-1.409190103,110719,0.120002256,-27.42112373,2.114834709,110719,2.776075593,60.79639084,1.846779647,110719,0.513378287,9.338493882,4.810064639,110719,0.627822499,-128.3753495,-89.26821763
110723,110723,1.930293192,-10.60507237,-1.84679879,110723,0.089157101,6.383408734,-0.383177411,110723,0.203460579,7.80825107,1.209426193,110723,-2.459570499,-6.030704679,1.717657329,110723,-0.111868658,-4.001484448,5.563115565,110723,-1.984162984,14.97093434,-1.398262084,110723,0.128065774,-27.41348445,2.09870553,110723,2.759871538,60.78250286,1.86250978,110723,0.511823972,9.333893038,4.807926625,110723,0.623549381,-128.38389,-89.26297684
110727,110727,1.934382778,-10.62160375,-1.866628858,110727,0.093619459,6.383612013,-0.392511589,110727,0.217757277,7.805163967,1.218956407,110727,-2.476840541,-6.020904328,1.732947124,110727,-0.140471636,-4.012086517,5.540519597,110727,-2.012932102,14.96881585,-1.384715036,110727,0.138951123,-27.40829513,2.085456456,110727,2.763340582,60.78556425,1.853558992,110727,0.519626134,9.331506482,4.80265049,110727,0.619224177,-128.3879888,-89.25430022
110731,110731,1.941667978,-10.63594439,-1.879696288,110731,0.105343533,6.392398082,-0.391522155,110731,0.232151768,7.803787586,1.223196501,110731,-2.471825469,-6.019370418,1.742964177,110731,-0.168187755,-4.022542882,5.516599905,110731,-2.032369275,14.96628252,-1.368251886,110731,0.139254656,-27.39822985,2.075913595,110731,2.757082486,60.79112677,1.851544872,110731,0.517943948,9.330974503,4.797919676,110731,0.611066561,-128.3932676,-89.23806827
110735,110735,1.948273262,-10.6524853,-1.892731177,110735,0.123957747,6.403947692,-0.391582276,110735,0.257584794,7.801191232,1.227279112,110735,-2.465014724,-6.017521067,1.753921465,110735,-0.198672474,-4.032998782,5.493808269,110735,-2.046610662,14.96410802,-1.353169749,110735,0.153206085,-27.37861089,2.055999945,110735,2.759463254,60.79780123,1.840599195,110735,0.51865199,9.33132338,4.788593157,110735,0.602079114,-128.3995475,-89.22732617
110739,110739,1.949120327,-10.66891386,-1.904583622,110739,0.139824707,6.415824158,-0.390508018,110739,0.299706374,7.808678164,1.221355011,110739,-2.449182444,-6.02423675,1.761606525,110739,-0.240325869,-4.05361656,5.462094443,110739,-2.048747092,14.96951768,-1.341386429,110739,0.178647389,-27.34368012,2.025768873,110739,2.770040735,60.81893371,1.822020716,110739,0.53641835,9.344988575,4.768866587,110739,0.594079852,-128.4195549,-89.23237312
110743,110743,1.958789141,-10.68659403,-1.932375705,110743,0.14463047,6.427632316,-0.385585944,110743,0.325761954,7.814150778,1.23385671,110743,-2.434934743,-6.029341145,1.762715373,110743,-0.273306185,-4.072314239,5.436032739,110743,-2.046270094,14.97408819,-1.331300494,110743,0.190943225,-27.30457017,2.003856801,110743,2.769115956,60.83298331,1.815345919,110743,0.551125455,9.36041324,4.751044519,110743,0.586720288,-128.4411205,-89.23526743
110747,110747,1.912195855,-10.66693946,-1.942121462,110747,0.136348141,6.424734231,-0.38810659,110747,0.388075205,7.853439784,1.21832646,110747,-2.42233576,-6.033269766,1.765381252,110747,-0.294763315,-4.090435287,5.408409881,110747,-2.041665678,14.9797822,-1.321882164,110747,0.205839882,-27.26295363,1.979268192,110747,2.769579478,60.84845814,1.803711738,110747,0.564286327,9.377118917,4.732316729,110747,0.577996478,-128.463121,-89.23956138
110751,110751,1.850896698,-10.64286736,-1.959772297,110751,0.117922228,6.423235354,-0.390951514,110751,0.444893981,7.892722834,1.20338683,110751,-2.434058884,-6.01876886,1.775549286,110751,-0.306138938,-4.107170502,5.37600737,110751,-2.058330723,14.96758221,-1.300542434,110751,0.216364689,-27.2230384,1.953878824,110751,2.763581963,60.86352493,1.786482267,110751,0.578427476,9.392941611,4.713305579,110751,0.5679182,-128.4852893,-89.24494149
110755,110755,1.789342974,-10.61971468,-1.971134987,110755,0.105217757,6.422367885,-0.387777654,110755,0.482991883,7.915949718,1.202157384,110755,-2.448972927,-6.004407169,1.786991358,110755,-0.288339242,-4.100469069,5.358004141,110755,-2.067442437,14.96073581,-1.273295174,110755,0.214716327,-27.19414309,1.935251579,110755,2.728708877,60.85591962,1.791673373,110755,0.572646476,9.390405005,4.708497399,110755,0.561319353,-128.4940526,-89.23598679
110759,110759,1.730953135,-10.59527727,-1.980138478,110759,0.094810289,6.420796685,-0.384920053,110759,0.511573615,7.939342203,1.206665183,110759,-2.461461671,-5.98839852,1.801175502,110759,-0.266051636,-4.092107418,5.349373169,110759,-2.076056036,14.95312628,-1.251383565,110759,0.20346637,-27.16008668,1.911612682,110759,2.696894455,60.84993508,1.792408021,110759,0.566335326,9.388096006,4.705411053,110759,0.551722226,-128.5034438,-89.22529028
110763,110763,1.733434132,-10.60572376,-2.003175615,110763,0.092691706,6.422615395,-0.371754023,110763,0.497450305,7.938476333,1.220235354,110763,-2.470338473,-5.971155546,1.808118202,110763,-0.248659385,-4.084292319,5.333272812,110763,-2.082383994,14.94403777,-1.230655304,110763,0.191744066,-27.12530583,1.879486202,110763,2.665055378,60.84707466,1.792087293,110763,0.562608057,9.387052873,4.698320301,110763,0.542083743,-128.5144261,-89.21880156
110767,110767,1.733509556,-10.61336624,-2.023564785,110767,0.086588418,6.425305856,-0.358868362,110767,0.476721436,7.931607931,1.234851013,110767,-2.459814686,-5.973285686,1.799457832,110767,-0.21941326,-4.067486077,5.317037956,110767,-2.069290827,14.95301079,-1.221052087,110767,0.182973021,-27.07964532,1.852352654,110767,2.649080479,60.85517021,1.794066869,110767,0.562624711,9.395539871,4.691027884,110767,0.540309339,-128.5357596,-89.21490698
110771,110771,1.7383397,-10.62218356,-2.030117122,110771,0.080993936,6.427290549,-0.346772741,110771,0.453996746,7.924451879,1.235292468,110771,-2.45099393,-5.976668406,1.797586586,110771,-0.19231085,-4.050806709,5.303129728,110771,-2.057454819,14.96362048,-1.211632509,110771,0.171419662,-27.033385,1.816340165,110771,2.647774139,60.88421068,1.768804929,110771,0.563338449,9.404295122,4.682069309,110771,0.534920414,-128.5571991,-89.21505438
110775,110775,1.753359933,-10.63520083,-2.034734285,110775,0.071224484,6.428009135,-0.333050006,110775,0.42839648,7.912878761,1.235097549,110775,-2.440311597,-5.9800058,1.791777014,110775,-0.175810151,-4.035662816,5.288678659,110775,-2.047546679,14.97295857,-1.202828572,110775,0.154816555,-26.98910609,1.78063489,110775,2.646906148,60.91193677,1.744833807,110775,0.568142247,9.411660342,4.67244501,110775,0.528673815,-128.5768509,-89.2177143
110779,110779,1.75506535,-10.63997179,-2.034532728,110779,0.060497369,6.426663405,-0.324874072,110779,0.401050142,7.901032835,1.228486878,110779,-2.457014118,-5.963285775,1.804649366,110779,-0.157638071,-4.019106219,5.268236139,110779,-2.060957173,14.96635056,-1.169475346,110779,0.133647939,-26.95322988,1.749199048,110779,2.650818603,60.93782616,1.723687949,110779,0.575112207,9.415075856,4.658473362,110779,0.524951629,-128.5938878,-89.22105493
110783,110783,1.752195361,-10.64428382,-2.0266,110783,0.046262541,6.424728941,-0.307319948,110783,0.389262878,7.899644204,1.215845828,110783,-2.468410177,-5.945907682,1.806613607,110783,-0.152780402,-4.013218485,5.249927174,110783,-2.065472567,14.95823296,-1.141681943,110783,0.10491797,-26.91951341,1.713226979,110783,2.648123841,60.95870353,1.712923106,110783,0.578206583,9.418166909,4.652113038,110783,0.523910615,-128.6095703,-89.22117839
110787,110787,1.75117016,-10.64652537,-2.012303056,110787,0.034685766,6.424327918,-0.294364637,110787,0.368419962,7.899119282,1.199749003,110787,-2.4773824,-5.92721389,1.80713378,110787,-0.144110402,-4.00801331,5.231602755,110787,-2.071702681,14.94705106,-1.113937634,110787,0.072759197,-26.8908412,1.685749568,110787,2.645537446,60.97975173,1.701477244,110787,0.58446361,9.421044424,4.642290504,110787,0.520959584,-128.624595,-89.22354621
110791,110791,1.739360051,-10.63489277,-1.986569212,110791,0.019776272,6.426772418,-0.280747812,110791,0.364604018,7.916220185,1.170923452,110791,-2.490452758,-5.910429326,1.809520931,110791,-0.14034767,-4.00423347,5.214600345,110791,-2.075489321,14.93568375,-1.083077834,110791,0.051098394,-26.86093436,1.646819224,110791,2.647930294,60.99795452,1.687510522,110791,0.593482886,9.421325819,4.627599059,110791,0.518049415,-128.6364807,-89.23178878
110795,110795,1.727934137,-10.6277201,-1.96363774,110795,0.009286829,6.43188297,-0.260698954,110795,0.366745419,7.929603844,1.147479436,110795,-2.475958525,-5.912447929,1.800892503,110795,-0.141736742,-3.997637169,5.205637814,110795,-2.056005141,14.9423562,-1.065622861,110795,0.022086295,-26.83770357,1.607771648,110795,2.649959511,61.01140808,1.664776683,110795,0.595617558,9.414641267,4.616021052,110795,0.513931858,-128.6442096,-89.23586353
110799,110799,1.715157488,-10.62031659,-1.945874041,110799,0.003857634,6.438000053,-0.236709817,110799,0.371886446,7.94379186,1.129076749,110799,-2.47397004,-5.915733754,1.786686398,110799,-0.144068006,-3.993862798,5.198918612,110799,-2.049458517,14.94884832,-1.049797245,110799,-0.006127471,-26.81675474,1.564919536,110799,2.638681147,61.01694263,1.649683885,110799,0.599717374,9.407538113,4.598644802,110799,0.505469742,-128.6501225,-89.24543875
110803,110803,1.730201918,-10.63734087,-1.93570393,110803,0.003914052,6.450867551,-0.212060293,110803,0.347615914,7.932218223,1.131349566,110803,-2.468793363,-5.918516672,1.777899764,110803,-0.148604,-3.988159109,5.197762747,110803,-2.04201065,14.95466336,-1.031967549,110803,-0.035394816,-26.80018241,1.531840876,110803,2.623446473,61.02086565,1.636702819,110803,0.601669718,9.397640046,4.583358411,110803,0.496602093,-128.653966,-89.25034879
110807,110807,1.741340402,-10.65650869,-1.930262747,110807,-0.001758083,6.463731035,-0.190732166,110807,0.335198971,7.92096202,1.127855392,110807,-2.45657475,-5.920729865,1.777098654,110807,-0.158858835,-3.984699464,5.186985568,110807,-2.022300591,14.95804966,-1.012195917,110807,-0.056303293,-26.77970778,1.497628741,110807,2.605156111,61.02480085,1.614175392,110807,0.602813661,9.388523837,4.565782305,110807,0.487068966,-128.6575758,-89.2583778
110811,110811,1.758120937,-10.6771114,-1.917603489,110811,-0.007862262,6.477888338,-0.175856976,110811,0.299932813,7.910069726,1.118273586,110811,-2.453117178,-5.92292667,1.773386192,110811,-0.158800291,-3.980095507,5.175146739,110811,-2.010158894,14.9627203,-0.997286266,110811,-0.080045987,-26.76301572,1.462925828,110811,2.597475104,61.03804052,1.582338064,110811,0.598963732,9.375409847,4.548386681,110811,0.47506763,-128.6591684,-89.26283409
110815,110815,1.772577538,-10.6971308,-1.900967722,110815,-0.008478696,6.491449121,-0.162960044,110815,0.266453011,7.898037748,1.116573501,110815,-2.441431556,-5.926107243,1.776255247,110815,-0.153342358,-3.975307872,5.172923101,110815,-1.990701288,14.96755594,-0.984798396,110815,-0.098450192,-26.74874049,1.436162689,110815,2.58291623,61.05301107,1.547467589,110815,0.595151372,9.362278164,4.527171137,110815,0.461605963,-128.6599967,-89.26996772
110819,110819,1.772681047,-10.70578824,-1.883733619,110819,-0.010509082,6.504264532,-0.155792507,110819,0.260685047,7.900745158,1.097144214,110819,-2.43270805,-5.930389077,1.782212116,110819,-0.154241528,-3.9704224,5.164145082,110819,-1.977145581,14.97391938,-0.97456593,110819,-0.114181078,-26.7325121,1.408714374,110819,2.563174417,61.06987748,1.512302219,110819,0.597092292,9.34813674,4.508034963,110819,0.450222869,-128.6606781,-89.27730516
110823,110823,1.7742156,-10.71558898,-1.878977353,110823,-0.014731295,6.517376568,-0.158618674,110823,0.260987273,7.902409768,1.091542319,110823,-2.423077249,-5.935429983,1.784632802,110823,-0.157185254,-3.965690648,5.161418995,110823,-1.963895173,14.98055522,-0.971872782,110823,-0.127610145,-26.70671522,1.381506863,110823,2.53416722,61.09658814,1.474186049,110823,0.598887265,9.344602498,4.486708068,110823,0.4362599,-128.6713151,-89.2875906
110827,110827,1.765283771,-10.72455851,-1.876071105,110827,-0.011428292,6.52785695,-0.162746505,110827,0.269511611,7.903568114,1.088624622,110827,-2.41349012,-5.939825844,1.788768497,110827,-0.157354875,-3.961654716,5.157611441,110827,-1.952863065,14.98731221,-0.967472111,110827,-0.136963682,-26.67789763,1.364265234,110827,2.507389049,61.12709085,1.439340176,110827,0.602914157,9.343205771,4.469504708,110827,0.425825811,-128.6832541,-89.29653956
110831,110831,1.76590727,-10.73731715,-1.867511998,110831,-0.002087049,6.544127506,-0.164952903,110831,0.276990838,7.902368774,1.080083953,110831,-2.406942466,-5.949764116,1.787762843,110831,-0.164662461,-3.958649542,5.147793195,110831,-1.947392463,14.99788114,-0.96514189,110831,-0.146682685,-26.6492561,1.357392779,110831,2.479987995,61.15941487,1.411239248,110831,0.607317963,9.342581002,4.452682183,110831,0.420089299,-128.6959262,-89.30472266
110835,110835,1.76452983,-10.7459347,-1.86078105,110835,0.01332187,6.560674595,-0.160915724,110835,0.274984442,7.902228468,1.075759535,110835,-2.397895865,-5.959646697,1.786381067,110835,-0.165826752,-3.954088486,5.137533174,110835,-1.943910143,15.00952434,-0.964382538,110835,-0.170762525,-26.62589068,1.351602572,110835,2.451989224,61.19333863,1.384390614,110835,0.607442775,9.342541645,4.437562761,110835,0.411888619,-128.7098563,-89.30964991
